,Country,PUMP_BRAKE_POWER,COMP_BRAKE_POWER,HEAT1_HX_AREAC2,HEAT1_HX_DUTY,HEAT2_HX_AREAC2,HEAT2_HX_DUTY,COOL1_HX_AREAC2,COOL1_HX_DUTY,HX1_HX_AREAC2,HX1_HX_DUTY,HX2_HX_AREAC2,HX2_HX_DUTY,DRUM_BAL_MASI_TFL,SMR_QCALC,SMR_BAL_MASI_TFL,WGS_BAL_MASI_TFL,PSA_QCALC,PSA_BAL_MOLI_TFL,VSA_QCALC,VSA_BAL_MASI_TFL,VSA_BAL_MOLI_TFL,CH4,CO2,H2,H2O,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S2,S3,S4,S5,S6,S7,S8,S9,S9-1,S9-2,CO,CO2.1,H2.1,SMR_EAC,SMR_TPC,SMR_REV
37,Saudi_Arabia,0.027521635,1.04906068,0.010063683,72.2017651,0.008250045,9.87091441,0.230549117,-1299.23819,0.028169883,803.110306,0.0349719,1988.02041,17.170632,4764.25017,17.170632,17.170632,-6.21790528,1.10043915,-0.14746048,9.91724482,0.401681473,3.9300158,7.77345553,1.40861162,13.2406162,13.2406162,17.170632,17.170632,5.84477558,11.3258564,9.91724482,1.40861162,9.91724482,9.91724482,7.77345553,2.1437893,3.9300158,3.9300158,13.2406162,13.2406162,17.170632,17.170632,17.170632,17.170632,17.170632,0,0.280104,7.43287513,0.0604764,58957.94243168598,55006.81273697516,28735.677048
38,Saudi_Arabia,0.02694045,1.02690727,0.009849556,70.6770531,0.008075264,9.66245579,0.22548259,-1271.80632,0.027574781,786.150722,0.034233385,1946.03863,16.8080333,4663.6417,16.8080333,16.8080333,-6.08659344,1.07720044,-0.142619001,9.70781335,0.393198955,3.84702417,7.61647987,1.37886491,12.9610091,12.9610091,16.8080333,16.8080333,5.72135504,11.0866783,9.70781335,1.37886491,9.70781335,9.70781335,7.61647987,2.09133348,3.84702417,3.84702417,12.9610091,12.9610091,16.8080333,16.8080333,16.8080333,16.8080333,16.8080333,0,0.280104,7.27589947,0.0604764,58131.760552878935,53910.440765562314,28128.844164
39,Saudi_Arabia,0.026358487,1.00472419,0.009635212,69.1502989,0.007900275,9.45372345,0.220417921,-1244.33533,0.026978999,769.168422,0.033493881,1904.00062,16.4449489,4562.89847,16.4449489,16.4449489,-5.9551088,1.05393077,-0.137787267,9.49810406,0.384705105,3.76392138,7.45930052,1.34907862,12.6810275,12.6810275,16.4449489,16.4449489,5.59776622,10.8471827,9.49810406,1.34907862,9.49810406,9.49810406,7.45930052,2.03880354,3.76392138,3.76392138,12.6810275,12.6810275,16.4449489,16.4449489,16.4449489,16.4449489,16.4449489,0,0.280104,7.11872012,0.0604764,57298.58925320477,52811.67259631661,27521.203847999997
40,Saudi_Arabia,0.025789873,0.983049949,0.009425852,67.6585661,0.007729327,9.24978498,0.215477729,-1217.49198,0.026397006,752.57567,0.03277134,1862.92689,16.0901931,4464.46614,16.0901931,16.0901931,-5.82664343,1.03119504,-0.133082904,9.29320802,0.376406123,3.68272484,7.30573357,1.31997588,12.4074683,12.4074683,16.0901931,16.0901931,5.4770092,10.6131839,9.29320802,1.31997588,9.29320802,9.29320802,7.30573357,1.98747446,3.68272484,3.68272484,12.4074683,12.4074683,16.0901931,16.0901931,16.0901931,16.0901931,16.0901931,0,0.280104,6.96515317,0.0604764,56478.674793035396,51737.18450567815,26927.507952
41,Saudi_Arabia,0.02524279,0.962196423,0.009224483,66.2233189,0.007564875,9.05357242,0.210732432,-1191.66353,0.025837127,736.611215,0.032076159,1823.40846,15.7488704,4369.76102,15.7488704,15.7488704,-5.70304449,1.00932032,-0.12857289,9.09607228,0.368421407,3.60460287,7.15798581,1.2919753,12.1442675,12.1442675,15.7488704,15.7488704,5.36082281,10.3880476,9.09607228,1.2919753,9.09607228,9.09607228,7.15798581,1.93808647,3.60460287,3.60460287,12.1442675,12.1442675,15.7488704,15.7488704,15.7488704,15.7488704,15.7488704,0,0.280104,6.81740541,0.0604764,55684.179761648265,50702.49902464435,26356.296120000003
42,Saudi_Arabia,0.024718904,0.942227094,0.009031711,64.8489267,0.007407417,8.86568031,0.206195649,-1166.9298,0.025301007,721.323659,0.031410453,1785.56562,15.4220199,4279.07143,15.4220199,15.4220199,-5.58468673,0.988373131,-0.124269742,8.90729565,0.360775252,3.5297933,7.01650377,1.26516201,11.8922266,11.8922266,15.4220199,15.4220199,5.24956225,10.1724577,8.90729565,1.26516201,8.90729565,8.90729565,7.01650377,1.89079188,3.5297933,3.5297933,11.8922266,11.8922266,15.4220199,15.4220199,15.4220199,15.4220199,15.4220199,0,0.280104,6.67592337,0.0604764,54918.0444090419,49710.853168070185,25809.305003999998
43,Saudi_Arabia,0.024221289,0.923259158,0.008848657,63.5434555,0.007257873,8.68721191,0.20189294,-1143.43571,0.024791805,706.802721,0.030778131,1749.62047,15.1115598,4192.92961,15.1115598,15.1115598,-5.47226506,0.968476416,-0.120197296,8.72798626,0.353512534,3.45873517,6.88211841,1.23969339,11.6528247,11.6528247,15.1115598,15.1115598,5.14388018,9.96767966,8.72798626,1.23969339,8.72798626,8.72798626,6.88211841,1.84586785,3.45873517,3.45873517,11.6528247,11.6528247,15.1115598,15.1115598,15.1115598,15.1115598,15.1115598,0,0.280104,6.54153801,0.0604764,54185.36344205211,48768.15871730352,25289.745155999997
44,Saudi_Arabia,0.023749238,0.905265691,0.008675056,62.3050523,0.007116029,8.5179123,0.197817257,-1121.1486,0.024308764,693.02779,0.030178293,1715.52199,14.8170495,4111.21329,14.8170495,14.8170495,-5.36561903,0.949601887,-0.116348142,8.55788885,0.346622935,3.39132762,6.75463711,1.21553321,11.4257219,11.4257219,14.8170495,14.8170495,5.04362744,9.77342206,8.55788885,1.21553321,8.55788885,8.55788885,6.75463711,1.80325174,3.39132762,3.39132762,11.4257219,11.4257219,14.8170495,14.8170495,14.8170495,14.8170495,14.8170495,0,0.280104,6.41405671,0.0604764,53485.72680639746,47873.1791118325,24796.877483999997
45,Spain,0.036013194,1.37273916,0.013200261,94.4789867,0.010806058,12.9158114,0.305661856,-1700.39982,0.03684703,1050.90295,0.045762173,2601.40667,22.4684801,6234.21779,22.46848,22.46848,-8.13600801,1.43994965,-0.219592371,12.9767907,0.52561305,5.14258772,10.0659923,1.84319286,17.3258923,17.3258923,22.4684801,22.4684801,7.64849654,14.8199836,12.9767907,1.84319286,12.9767907,12.9767907,10.0659923,2.91079839,5.14258772,5.14258772,17.3258923,17.3258923,22.46848,22.46848,22.46848,22.4684801,22.4684801,0,0.280104,9.7254119,0.0604764,70449.12441982825,442810.0046791314,36034.420413
46,Spain,0.037224834,1.41892405,0.013649039,97.6576688,0.011171475,13.3508343,0.316507948,-1757.40442,0.038096773,1086.25987,0.04730181,2688.92925,23.2244169,6443.96386,23.2244169,23.2244169,-8.41000155,1.48840997,-0.230062714,13.4136182,0.54329954,5.31560663,10.3937628,1.90522921,17.9088103,17.9088103,23.2244169,23.2244169,7.90556954,15.3188474,13.4136182,1.90522921,13.4136182,13.4136182,10.3937628,3.01985534,5.31560663,5.31560663,17.9088103,17.9088103,23.2244169,23.2244169,23.2244169,23.2244169,23.2244169,0,0.280104,10.0531824,0.0604764,72012.90849292869,457575.1536640364,37247.23105549999
47,Spain,0.037703832,1.43718235,0.013826539,98.9142994,0.011317472,13.5257466,0.320632839,-1778.68804,0.038652543,1100.23755,0.047910476,2723.52962,23.5232621,6526.88293,23.523262,23.523262,-8.51993135,1.50765474,-0.234281434,13.5877321,0.550307445,5.38400632,10.5268067,1.92989726,18.1392557,18.1392557,23.5232621,23.5232621,8.00563275,15.5176294,13.5877321,1.92989726,13.5877321,13.5877321,10.5268067,3.06092541,5.38400632,5.38400632,18.1392557,18.1392557,23.523262,23.523262,23.523262,23.5232621,23.5232621,0,0.280104,10.1862263,0.0604764,72629.07082061018,463366.84655952116,37729.491432999996
48,Spain,0.03768931,1.4366288,0.013821157,98.8762013,0.011313093,13.5205365,0.320502151,-1778.00291,0.038637656,1099.81378,0.047892023,2722.48061,23.5142017,6524.36902,23.5142017,23.5142017,-8.51664989,1.50707406,-0.234155719,13.5824988,0.550095488,5.3819326,10.5228839,1.92915396,18.1322691,18.1322691,23.5142017,23.5142017,8.00254896,15.5116528,13.5824988,1.92915396,13.5824988,13.5824988,10.5228839,3.05961486,5.3819326,5.3819326,18.1322691,18.1322691,23.5142017,23.5142017,23.5142017,23.5142017,23.5142017,0,0.280104,10.1823035,0.0604764,72610.50902981813,463189.83828623156,37714.959918
49,Spain,0.03734053,1.4233341,0.013691907,97.9611916,0.011207936,13.3954157,0.317365341,-1761.54916,0.038280099,1089.636,0.047448826,2697.28652,23.2965991,6463.99189,23.2965991,23.2965991,-8.43783558,1.49312743,-0.231137382,13.4568048,0.545004849,5.33212769,10.4286551,1.91130135,17.9644714,17.9644714,23.2965991,23.2965991,7.92849301,15.3681061,13.4568048,1.91130135,13.4568048,13.4568048,10.4286551,3.02814962,5.33212769,5.33212769,17.9644714,17.9644714,23.2965991,23.2965991,23.2965991,23.2965991,23.2965991,0,0.280104,10.0880747,0.0604764,72163.99670762577,458938.5315361277,37365.9413925
50,Spain,0.036791831,1.40241899,0.013488624,96.5217055,0.011040372,13.1943927,0.312684948,-1737.44894,0.037629683,1073.6244,0.046751591,2657.65137,22.9542684,6369.00707,22.9542683,22.9542683,-8.31154792,1.47106281,-0.226293762,13.2570359,0.536973642,5.25377499,10.2754738,1.88301166,17.7004933,17.7004933,22.9542684,22.9542684,7.81422089,15.1400475,13.2570359,1.88301166,13.2570359,13.2570359,10.2754738,2.98156208,5.25377499,5.25377499,17.7004933,17.7004933,22.9542683,22.9542683,22.9542683,22.9542684,22.9542684,0,0.280104,9.93489339,0.0604764,71455.13909409268,452313.7057995678,36812.877953
51,Spain,0.036126317,1.37705113,0.013242148,94.7757588,0.010840517,12.9571012,0.306632971,-1705.4345,0.036977857,1054.20399,0.045905918,2609.57807,22.5390567,6253.80037,22.5390567,22.5390567,-8.16195913,1.44449402,-0.220584647,13.017901,0.527267967,5.15874133,10.0973902,1.84901766,17.3803154,17.3803154,22.5390567,22.5390567,7.67213805,14.8669187,13.017901,1.84901766,13.017901,13.017901,10.0973902,2.92051088,5.15874133,5.15874133,17.3803154,17.3803154,22.5390567,22.5390567,22.5390567,22.5390567,22.5390567,0,0.280104,9.75680975,0.0604764,70596.43390082178,444178.3757871893,36148.295253
52,Spain,0.035399169,1.34933396,0.012972951,92.8681204,0.010621388,12.6962727,0.300126745,-1671.11976,0.036232974,1032.98506,0.044981928,2557.0527,22.0853925,6127.92441,22.0853925,22.0853925,-7.99766032,1.41541853,-0.214320992,12.755864,0.516655008,5.05490662,9.90097237,1.81179941,17.0304859,17.0304859,22.0853925,22.0853925,7.51772906,14.5676635,12.755864,1.81179941,12.755864,12.755864,9.90097237,2.85489168,5.05490662,5.05490662,17.0304859,17.0304859,22.0853925,22.0853925,22.0853925,22.0853925,22.0853925,0,0.280104,9.56039197,0.0604764,69650.92210429595,435312.44129030016,35420.6784655
53,Spain,0.034649893,1.32077327,0.012695677,90.9024266,0.010395637,12.4275219,0.293436933,-1635.75443,0.035465732,1011.12037,0.044029817,2502.92882,21.6179219,5998.21765,21.6179219,21.6179219,-7.82836947,1.38545862,-0.207880407,12.4858596,0.505719144,4.9479119,9.69859445,1.77344921,16.67001,16.67001,21.6179219,21.6179219,7.35861303,14.2593088,12.4858596,1.77344921,12.4858596,12.4858596,9.69859445,2.78726519,4.9479119,4.9479119,16.67001,16.67001,21.6179219,21.6179219,21.6179219,21.6179219,21.6179219,0,0.280104,9.35801405,0.0604764,68670.00154696654,426175.42953342135,34670.9320555
54,Spain,0.033903821,1.29233476,0.012419706,88.9451414,0.010170897,12.1599307,0.286790517,-1600.53612,0.034701981,989.349217,0.04308178,2449.03647,21.1524509,5869.06573,21.1524509,21.1524509,-7.6598083,1.35562716,-0.201481803,12.2170151,0.494830115,4.84137487,9.49709401,1.73526354,16.3110761,16.3110761,21.1524509,21.1524509,7.20017234,13.9522786,12.2170151,1.73526354,12.2170151,12.2170151,9.49709401,2.71992105,4.84137487,4.84137487,16.3110761,16.3110761,21.1524509,21.1524509,21.1524509,21.1524509,21.1524509,0,0.280104,9.15651361,0.0604764,67686.38753602767,417076.2772815658,33924.402207
55,Spain,0.033171727,1.26442904,0.012149019,87.0245256,0.009950409,11.8973572,0.280283204,-1565.9757,0.033952633,967.985939,0.042151504,2396.15378,20.6957005,5742.33345,20.6957005,20.6957005,-7.49440756,1.32635472,-0.195217722,11.9532094,0.484145113,4.73683379,9.29937395,1.6977935,15.9588667,15.9588667,20.6957005,20.6957005,7.0446976,13.6510029,11.9532094,1.6977935,11.9532094,11.9532094,9.29937395,2.65383546,4.73683379,4.73683379,15.9588667,15.9588667,20.6957005,20.6957005,20.6957005,20.6957005,20.6957005,0,0.280104,8.95879355,0.0604764,66714.3144750477,408146.4546001168,33191.862924999994
56,Spain,0.032470361,1.23769462,0.011889797,85.1845252,0.009739215,11.6458122,0.274062351,-1532.86284,0.03323489,947.519358,0.041260275,2345.49078,20.2581216,5620.9206,20.2581216,20.2581216,-7.33595327,1.29831116,-0.189231005,11.7004802,0.47390864,4.63668069,9.10996147,1.66189656,15.6214409,15.6214409,20.2581216,20.2581216,6.89574487,13.3623767,11.7004802,1.66189656,11.7004802,11.7004802,9.10996147,2.5905187,4.63668069,4.63668069,15.6214409,15.6214409,20.2581216,20.2581216,20.2581216,20.2581216,20.2581216,0,0.280104,8.76938107,0.0604764,65776.45676099251,399590.31433202646,32490.077748
57,Spain,0.031796048,1.21199136,0.011640671,83.4154943,0.0095362,11.4039681,0.268094142,-1501.02763,0.032544807,927.842181,0.040403421,2296.78187,19.8374203,5504.19069,19.8374203,19.8374203,-7.18360999,1.27134923,-0.183489062,11.4574982,0.464066985,4.54039053,8.92785335,1.62738413,15.2970297,15.2970297,19.8374203,19.8374203,6.7525379,13.0848824,11.4574982,1.62738413,11.4574982,11.4574982,8.92785335,2.52964489,4.54039053,4.54039053,15.2970297,15.2970297,19.8374203,19.8374203,19.8374203,19.8374203,19.8374203,0,0.280104,8.58727295,0.0604764,64868.50966871015,391363.2297626234,31815.359741499997
58,Spain,0.03115322,1.18748826,0.011403266,81.7290646,0.009342695,11.1734187,0.262415976,-1470.67798,0.031886991,909.083788,0.039586576,2250.34731,19.4363627,5392.91123,19.4363627,19.4363627,-7.03838125,1.24564629,-0.17802864,11.2258629,0.454684878,4.44859644,8.75425095,1.59448329,14.9877663,14.9877663,19.4363627,19.4363627,6.61601653,12.8203462,11.2258629,1.59448329,11.2258629,11.2258629,8.75425095,2.47161194,4.44859644,4.44859644,14.9877663,14.9877663,19.4363627,19.4363627,19.4363627,19.4363627,19.4363627,0,0.280104,8.41367055,0.0604764,63997.079171130375,383519.3428152643,31172.1483195
59,Spain,0.030547558,1.16440181,0.011179664,80.1401365,0.009160406,10.9562012,0.257076173,-1442.08187,0.031267262,891.409919,0.038816957,2206.59739,19.0584924,5288.06544,19.0584924,19.0584924,-6.90155043,1.22142945,-0.17289653,11.0076209,0.445845215,4.36210946,8.59068859,1.56348475,14.696383,14.696383,19.0584924,19.0584924,6.48738677,12.5711057,11.0076209,1.56348475,11.0076209,11.0076209,8.59068859,2.41693233,4.36210946,4.36210946,14.696383,14.696383,19.0584924,19.0584924,19.0584924,19.0584924,19.0584924,0,0.280104,8.25010819,0.0604764,63170.634744741525,376128.07269906026,30566.126862499998
60,USA,0.209606001,7.98969302,0.080822366,549.891868,0.064223455,75.1733261,2.45815169,-9896.76187,0.214459141,6116.52397,0.26634755,15140.8522,130.772301,36284.7421,130.772301,130.772301,-47.3536476,8.38087526,-1.78398749,75.528241,3.0592024,29.9311759,56.9449652,10.7278539,100.841125,100.841125,130.772301,130.772301,44.5162062,86.2560949,75.528241,10.7278539,75.528241,75.528241,56.9449652,18.5832758,29.9311759,29.9311759,100.841125,100.841125,130.772301,130.772301,130.772301,130.772301,130.772301,0,0.280104,56.6043848,0.0604764,229953.06958761378,1292515.7807715083,145898.81303999998
61,USA,0.232830879,8.87488923,0.090414551,610.840886,0.07154569,83.5080915,2.88357897,-10991.058,0.238334483,6794.25036,0.295859534,16818.4971,145.262204,40305.1837,145.262204,145.262204,-52.6035007,9.30965653,-1.99527124,83.8995641,3.39819885,33.2476262,63.2232159,11.9167893,112.014577,112.014577,145.262204,145.262204,49.4458503,95.8163534,83.8995641,11.9167893,83.8995641,83.8995641,63.2232159,20.6763482,33.2476262,33.2476262,112.014577,112.014577,145.262204,145.262204,145.262204,145.262204,145.262204,0,0.280104,62.8826355,0.0604764,247147.67414743727,1434398.9427901318,162068.33448
62,USA,0.251742805,9.5957612,0.0983269,660.457062,0.077529689,90.277317,3.27121239,-11889.7049,0.257403834,7346.12031,0.319891028,18184.5968,157.061275,43579.0136,157.061275,157.061275,-56.8686935,10.0654341,-2.16690129,90.707701,3.67414629,35.9481987,68.314619,12.8840693,121.113076,121.113076,157.061275,157.061275,53.4695047,103.59177,90.707701,12.8840693,90.707701,90.707701,68.314619,22.3930819,35.9481987,35.9481987,121.113076,121.113076,157.061275,157.061275,157.061275,157.061275,157.061275,0,0.280104,67.9740386,0.0604764,260810.0782695065,1550017.2667350518,175223.34248000002
63,USA,0.266245369,10.14856,0.104457893,698.505102,0.08214655,95.4850419,3.59396352,-12571.6845,0.272378578,7769.32038,0.338319519,19232.1868,166.109363,46089.5417,166.109363,166.109363,-60.1486482,10.6454965,-2.29898533,95.9366259,3.88584662,38.0191259,72.2387392,13.626643,128.090237,128.090237,166.109363,166.109363,56.546094,109.563269,95.9366259,13.626643,95.9366259,95.9366259,72.2387392,23.6978867,38.0191259,38.0191259,128.090237,128.090237,166.109363,166.109363,166.109363,166.109363,166.109363,0,0.280104,71.8981588,0.0604764,271117.96560449316,1638523.8502380587,185322.34480000002
64,USA,0.26868986,10.2417375,0.105496819,704.91832,0.082929956,96.3694425,3.64999068,-12683.8152,0.275041511,7840.65321,0.341425748,19408.7642,167.634471,46512.7058,167.634471,167.634471,-60.7051348,10.7434652,-2.32142628,96.8211971,3.92156575,38.3681927,72.9079827,13.7521307,129.266278,129.266278,167.634471,167.634471,57.0611431,110.573328,96.8211971,13.7521307,96.8211971,96.8211971,72.9079827,23.9132145,38.3681927,38.3681927,129.266278,129.266278,167.634471,167.634471,167.634471,167.634471,167.634471,0,0.280104,72.5674023,0.0604764,272843.78419769416,1653389.5258781652,187028.97752000001
65,USA,0.264749341,10.0915355,0.103822945,694.580216,0.081673613,94.9554116,3.55834208,-12498.0972,0.270993171,7725.66473,0.336418508,19124.1216,165.175999,45830.5655,165.175998,165.175998,-59.8144647,10.5858841,-2.2855604,95.4009067,3.86404951,37.8054972,71.8428989,13.550412,127.370501,127.370501,165.175999,165.175999,56.2246799,108.951319,95.4009067,13.550412,95.4009067,95.4009067,71.8428989,23.5580078,37.8054972,37.8054972,127.370501,127.370501,165.175998,165.175998,165.175998,165.175999,165.175999,0,0.280104,71.5023185,0.0604764,270063.3480962893,1629336.9090063337,184285.6032
66,USA,0.259960356,9.9089922,0.101794103,682.016126,0.080148797,93.237635,3.44955974,-12272.0901,0.266087855,7585.91708,0.330333117,18778.19,162.18817,45001.5477,162.18817,162.18817,-58.7324119,10.3943942,-2.24199286,93.6751492,3.79415284,37.1216429,70.5493313,13.3052945,125.066527,125.066527,162.18817,162.18817,55.2077263,106.980444,93.6751492,13.3052945,93.6751492,93.6751492,70.5493313,23.1258179,37.1216429,37.1216429,125.066527,125.066527,162.18817,162.18817,162.18817,162.18817,162.18817,0,0.280104,70.2087509,0.0604764,266671.0327678352,1600097.8449513896,180952.00520000004
67,USA,0.25473223,9.70971005,0.099586157,668.299934,0.07848621,91.3623112,3.33405479,-12025.368,0.26073232,7433.35486,0.323689707,18400.5373,158.926364,44096.5106,158.926364,158.926364,-57.5511208,10.1853441,-2.19443193,91.791129,3.71784663,36.3750805,69.137111,13.0376988,122.551284,122.551284,158.926364,158.926364,54.0975364,104.828828,91.791129,13.0376988,91.791129,91.791129,69.137111,22.6540181,36.3750805,36.3750805,122.551284,122.551284,158.926364,158.926364,158.926364,158.926364,158.926364,0,0.280104,68.7965306,0.0604764,262950.1796371125,1568175.0689636993,177312.70367999998
68,USA,0.249351771,9.50462138,0.097321396,654.184091,0.076777483,89.4324495,3.21855354,-11771.4129,0.255222913,7276.34741,0.316852727,18011.8808,155.569519,43165.1034,155.569519,155.569519,-56.3354671,9.97020594,-2.14549081,89.8522641,3.63931764,35.6067654,67.6838649,12.7623111,119.962753,119.962753,155.569519,155.569519,52.9549436,102.614575,89.8522641,12.7623111,89.8522641,89.8522641,67.6838649,22.1683992,35.6067654,35.6067654,119.962753,119.962753,155.569519,155.569519,155.569519,155.569519,155.569519,0,0.280104,67.3432845,0.0604764,259101.10668916284,1535318.275052315,173567.43096000003
69,USA,0.243975406,9.29968873,0.095065931,640.078986,0.075072361,87.504117,3.10640446,-11517.625,0.249718982,7119.4594,0.310020949,17623.52,152.215227,42234.4046,152.215227,152.215227,-55.1207718,9.75523328,-2.09659162,87.9149037,3.56084872,34.8390348,66.2317966,12.4871359,117.376192,117.376192,152.215227,152.215227,51.8131873,100.40204,87.9149037,12.4871359,87.9149037,87.9149037,66.2317966,21.6831071,34.8390348,34.8390348,117.376192,117.376192,152.215227,152.215227,152.215227,152.215227,152.215227,0,0.280104,65.8912162,0.0604764,255234.00889625,1502482.7442880517,169825.04824000003
70,USA,0.238707352,9.09888466,0.092863203,626.258043,0.07340381,85.614676,2.99953996,-11268.9314,0.244326842,6965.73205,0.303326803,17242.9831,148.928511,41322.4558,148.928511,148.928511,-53.9305716,9.54459273,-2.04868186,86.0165944,3.48396087,34.0867709,64.8090328,12.2175066,114.84174,114.84174,148.928511,148.928511,50.6944097,98.234101,86.0165944,12.2175066,86.0165944,86.0165944,64.8090328,21.2075616,34.0867709,34.0867709,114.84174,114.84174,148.928511,148.928511,148.928511,148.928511,148.928511,0,0.280104,64.4684524,0.0604764,251423.6216167846,1470305.0872263098,166158.08976
71,USA,0.233654575,8.90628632,0.090757238,613.001884,0.071805508,83.8024922,2.89973334,-11030.3807,0.239156023,6818.28668,0.29690621,16877.9966,145.776104,40447.7732,145.776104,145.776104,-52.7890336,9.34256126,-2.00273427,84.1958809,3.41021524,33.3652478,63.4444642,11.9588977,112.410856,112.410856,145.776104,145.776104,49.6213256,96.1547786,84.1958809,11.9588977,84.1958809,84.1958809,63.4444642,20.7514167,33.3652478,33.3652478,112.410856,112.410856,145.776104,145.776104,145.776104,145.776104,145.776104,0,0.280104,63.1038838,0.0604764,247748.410520774,1439438.7965479002,162641.00871999998
72,USA,0.228805186,8.72144062,0.088742225,600.279325,0.070273414,82.0632519,2.80632556,-10801.4333,0.234193298,6676.77641,0.290744064,16527.7019,142.750591,39608.299,142.750591,142.750591,-51.6934446,9.14866208,-1.95863923,82.4484553,3.33943808,32.6727681,62.1348209,11.7106985,110.077823,110.077823,142.750591,142.750591,48.5914374,94.1591538,82.4484553,11.7106985,82.4484553,82.4484553,62.1348209,20.3136344,32.6727681,32.6727681,110.077823,110.077823,142.750591,142.750591,142.750591,142.750591,142.750591,0,0.280104,61.7942405,0.0604764,244201.45674786807,1409811.9153882752,159265.4996
73,USA,0.224198192,8.54583436,0.086833508,588.192696,0.068819607,80.4109654,2.71966074,-10583.9218,0.229479025,6542.33948,0.28488993,16194.9165,139.876307,38810.7857,139.876307,139.876307,-50.6526284,8.96445541,-1.91675172,80.788383,3.27219878,32.0149017,60.8906615,11.4749063,107.861405,107.861405,139.876307,139.876307,47.6130177,92.2632893,80.788383,11.4749063,80.788383,80.788383,60.8906615,19.8977215,32.0149017,32.0149017,107.861405,107.861405,139.876307,139.876307,139.876307,139.876307,139.876307,0,0.280104,60.5500811,0.0604764,240813.26614596255,1381662.8958024017,156058.72568
74,USA,0.219818378,8.37888759,0.085023929,576.702084,0.067439018,78.8401534,2.63907716,-10377.1374,0.224997159,6414.53189,0.279324476,15878.5415,137.14376,38052.5993,137.14376,137.14376,-49.6631353,8.78933226,-1.87693252,79.2101708,3.20827517,31.389476,59.7078506,11.2507414,105.754284,105.754284,137.14376,137.14376,46.6828474,90.4609122,79.2101708,11.2507414,79.2101708,79.2101708,59.7078506,19.5023202,31.389476,31.389476,105.754284,105.754284,137.14376,137.14376,137.14376,137.14376,137.14376,0,0.280104,59.3672702,0.0604764,237574.79714872126,1354899.2797362795,153010.08304000003
